accession	level_1	level_2	level_3	level_4	level_5	level_6
Q02401	Enzyme	Not available	NULL	NULL	NULL	NULL
P26639	Enzyme	Not available	NULL	NULL	NULL	NULL
P17764	Enzyme	Not available	NULL	NULL	NULL	NULL
P41516	Enzyme	Not available	NULL	NULL	NULL	NULL
P10696	Enzyme	Not available	NULL	NULL	NULL	NULL
P52209	Enzyme	Not available	NULL	NULL	NULL	NULL
Q96M32	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8C0L6	Enzyme	Not available	NULL	NULL	NULL	NULL
P08263	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9P2X0	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9UPR0	Enzyme	Not available	NULL	NULL	NULL	NULL
P24008	Enzyme	Not available	NULL	NULL	NULL	NULL
Q93RY0	Enzyme	Not available	NULL	NULL	NULL	NULL
Q4FZV0	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A7G6	Enzyme	Not available	NULL	NULL	NULL	NULL
P56526	Enzyme	Not available	NULL	NULL	NULL	NULL
P68849	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16853	Enzyme	Not available	NULL	NULL	NULL	NULL
P00328	Enzyme	Not available	NULL	NULL	NULL	NULL
P00346	Enzyme	Not available	NULL	NULL	NULL	NULL
Q5EM56	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6P762	Enzyme	Not available	NULL	NULL	NULL	NULL
O08914	Enzyme	Not available	NULL	NULL	NULL	NULL
P29477	Enzyme	Not available	NULL	NULL	NULL	NULL
P14555	Enzyme	Not available	NULL	NULL	NULL	NULL
P23316	Enzyme	Not available	NULL	NULL	NULL	NULL
Q54A96	Enzyme	Not available	NULL	NULL	NULL	NULL
Q45066	Enzyme	Not available	NULL	NULL	NULL	NULL
P51661	Enzyme	Not available	NULL	NULL	NULL	NULL
P51589	Enzyme	Not available	NULL	NULL	NULL	NULL
P48825	Enzyme	Not available	NULL	NULL	NULL	NULL
P48163	Enzyme	Not available	NULL	NULL	NULL	NULL
P45578	Enzyme	Not available	NULL	NULL	NULL	NULL
Q13093	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6GHQ3	Enzyme	Not available	NULL	NULL	NULL	NULL
P11217	Enzyme	Not available	NULL	NULL	NULL	NULL
P11157	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9ET64	Enzyme	Not available	NULL	NULL	NULL	NULL
P15589	Enzyme	Not available	NULL	NULL	NULL	NULL
O88444	Enzyme	Not available	NULL	NULL	NULL	NULL
O74189	Enzyme	Not available	NULL	NULL	NULL	NULL
Q2KIM0	Enzyme	Not available	NULL	NULL	NULL	NULL
P30418	Enzyme	Not available	NULL	NULL	NULL	NULL
P19754	Enzyme	Not available	NULL	NULL	NULL	NULL
P07639	Enzyme	Not available	NULL	NULL	NULL	NULL
P08842	Enzyme	Not available	NULL	NULL	NULL	NULL
P40925	Enzyme	Not available	NULL	NULL	NULL	NULL
P19821	Enzyme	Not available	NULL	NULL	NULL	NULL
P15122	Enzyme	Not available	NULL	NULL	NULL	NULL
P29475	Enzyme	Not available	NULL	NULL	NULL	NULL
P33247	Enzyme	Not available	NULL	NULL	NULL	NULL
P49588	Enzyme	Not available	NULL	NULL	NULL	NULL
P00352	Enzyme	Not available	NULL	NULL	NULL	NULL
P30838	Enzyme	Not available	NULL	NULL	NULL	NULL
P47895	Enzyme	Not available	NULL	NULL	NULL	NULL
Q99943	Enzyme	Not available	NULL	NULL	NULL	NULL
P0DMN7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q01320	Enzyme	Not available	NULL	NULL	NULL	NULL
P55263	Enzyme	Not available	NULL	NULL	NULL	NULL
Q05469	Enzyme	Not available	NULL	NULL	NULL	NULL
Q14534	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9H2F3	Enzyme	Not available	NULL	NULL	NULL	NULL
P55073	Enzyme	Not available	NULL	NULL	NULL	NULL
P22310	Enzyme	Not available	NULL	NULL	NULL	NULL
Q00722	Enzyme	Not available	NULL	NULL	NULL	NULL
P15559	Enzyme	Not available	NULL	NULL	NULL	NULL
P0ADG7	Enzyme	Not available	NULL	NULL	NULL	NULL
P27926	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8BVW0	Enzyme	Not available	NULL	NULL	NULL	NULL
P9WNG3	Enzyme	Not available	NULL	NULL	NULL	NULL
Q5HMD9	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8IYB8	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8IHP6	Enzyme	Not available	NULL	NULL	NULL	NULL
P05202	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6UB75	Enzyme	Not available	NULL	NULL	NULL	NULL
Q70AG6	Enzyme	Not available	NULL	NULL	NULL	NULL
P00956	Enzyme	Not available	NULL	NULL	NULL	NULL
P62959	Enzyme	Not available	NULL	NULL	NULL	NULL
Q15111	Enzyme	Not available	NULL	NULL	NULL	NULL
P42356	Enzyme	Not available	NULL	NULL	NULL	NULL
P43819	Enzyme	Not available	NULL	NULL	NULL	NULL
P0DB00	Enzyme	Not available	NULL	NULL	NULL	NULL
P68795	Enzyme	Not available	NULL	NULL	NULL	NULL
P00438	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9BDP5	Enzyme	Not available	NULL	NULL	NULL	NULL
Q64133	Enzyme	Not available	NULL	NULL	NULL	NULL
P14423	Enzyme	Not available	NULL	NULL	NULL	NULL
P18054	Enzyme	Not available	NULL	NULL	NULL	NULL
Q13822	Enzyme	Not available	NULL	NULL	NULL	NULL
P38650	Enzyme	Not available	NULL	NULL	NULL	NULL
Q01158	Enzyme	Not available	NULL	NULL	NULL	NULL
P14916	Enzyme	Not available	NULL	NULL	NULL	NULL
O53430	Enzyme	Not available	NULL	NULL	NULL	NULL
Q68D91	Enzyme	Not available	NULL	NULL	NULL	NULL
P17289	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9R088	Enzyme	Not available	NULL	NULL	NULL	NULL
P52624	Enzyme	Not available	NULL	NULL	NULL	NULL
P53396	Enzyme	Not available	NULL	NULL	NULL	NULL
P10649	Enzyme	Not available	NULL	NULL	NULL	NULL
P07650	Enzyme	Not available	NULL	NULL	NULL	NULL
P51178	Enzyme	Not available	NULL	NULL	NULL	NULL
P09417	Enzyme	Not available	NULL	NULL	NULL	NULL
P07742	Enzyme	Not available	NULL	NULL	NULL	NULL
P11103	Enzyme	Not available	NULL	NULL	NULL	NULL
P69328	Enzyme	Not available	NULL	NULL	NULL	NULL
P80365	Enzyme	Not available	NULL	NULL	NULL	NULL
Q09128	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6AYQ3	Enzyme	Not available	NULL	NULL	NULL	NULL
P18088	Enzyme	Not available	NULL	NULL	NULL	NULL
Q08462	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9HCG7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9NWL6	Enzyme	Not available	NULL	NULL	NULL	NULL
P39069	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8C7N7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8BVF7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q4KWH8	Enzyme	Not available	NULL	NULL	NULL	NULL
Q86VQ6	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6P8J2	Enzyme	Not available	NULL	NULL	NULL	NULL
P17708	Enzyme	Not available	NULL	NULL	NULL	NULL
Q28969	Enzyme	Not available	NULL	NULL	NULL	NULL
Q95MF8	Enzyme	Not available	NULL	NULL	NULL	NULL
Q02769	Enzyme	Not available	NULL	NULL	NULL	NULL
P47712	Enzyme	Not available	NULL	NULL	NULL	NULL
P35557	Enzyme	Not available	NULL	NULL	NULL	NULL
P43711	Enzyme	Not available	NULL	NULL	NULL	NULL
P00336	Enzyme	Not available	NULL	NULL	NULL	NULL
P08004	Enzyme	Not available	NULL	NULL	NULL	NULL
P14180	Enzyme	Not available	NULL	NULL	NULL	NULL
P08543	Enzyme	Not available	NULL	NULL	NULL	NULL
P63640	Enzyme	Not available	NULL	NULL	NULL	NULL
P47205	Enzyme	Not available	NULL	NULL	NULL	NULL
P11216	Enzyme	Not available	NULL	NULL	NULL	NULL
P06628	Enzyme	Not available	NULL	NULL	NULL	NULL
P32198	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9H227	Enzyme	Not available	NULL	NULL	NULL	NULL
P40394	Enzyme	Not available	NULL	NULL	NULL	NULL
P51635	Enzyme	Not available	NULL	NULL	NULL	NULL
P07814	Enzyme	Not available	NULL	NULL	NULL	NULL
O00757	Enzyme	Not available	NULL	NULL	NULL	NULL
P17712	Enzyme	Not available	NULL	NULL	NULL	NULL
P13267	Enzyme	Not available	NULL	NULL	NULL	NULL
P09211	Enzyme	Not available	NULL	NULL	NULL	NULL
O00462	Enzyme	Not available	NULL	NULL	NULL	NULL
O87171	Enzyme	Not available	NULL	NULL	NULL	NULL
P50172	Enzyme	Not available	NULL	NULL	NULL	NULL
P19687	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Y251	Enzyme	Not available	NULL	NULL	NULL	NULL
O93874	Enzyme	Not available	NULL	NULL	NULL	NULL
P00939	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9UUZ4	Enzyme	Not available	NULL	NULL	NULL	NULL
Q96662	Enzyme	Not available	NULL	NULL	NULL	NULL
O30412	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8CFM9	Enzyme	Not available	NULL	NULL	NULL	NULL
Q4KLN6	Enzyme	Not available	NULL	NULL	NULL	NULL
P32738	Enzyme	Not available	NULL	NULL	NULL	NULL
P38158	Enzyme	Not available	NULL	NULL	NULL	NULL
P0CW40	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A6W3	Enzyme	Not available	NULL	NULL	NULL	NULL
O94766	Enzyme	Not available	NULL	NULL	NULL	NULL
P16083	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16773	Enzyme	Not available	NULL	NULL	NULL	NULL
P19174	Enzyme	Not available	NULL	NULL	NULL	NULL
P00599	Enzyme	Not available	NULL	NULL	NULL	NULL
P00602	Enzyme	Not available	NULL	NULL	NULL	NULL
O35077	Enzyme	Not available	NULL	NULL	NULL	NULL
P09467	Enzyme	Not available	NULL	NULL	NULL	NULL
P53610	Enzyme	Not available	NULL	NULL	NULL	NULL
O70536	Enzyme	Not available	NULL	NULL	NULL	NULL
P13807	Enzyme	Not available	NULL	NULL	NULL	NULL
P12081	Enzyme	Not available	NULL	NULL	NULL	NULL
P42357	Enzyme	Not available	NULL	NULL	NULL	NULL
P42336	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8SPQ9	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9NQ66	Enzyme	Not available	NULL	NULL	NULL	NULL
P18886	Enzyme	Not available	NULL	NULL	NULL	NULL
P27867	Enzyme	Not available	NULL	NULL	NULL	NULL
P28329	Enzyme	Not available	NULL	NULL	NULL	NULL
Q63921	Enzyme	Not available	NULL	NULL	NULL	NULL
Q837B3	Enzyme	Not available	NULL	NULL	NULL	NULL
P11708	Enzyme	Not available	NULL	NULL	NULL	NULL
P50578	Enzyme	Not available	NULL	NULL	NULL	NULL
Q02790	Enzyme	Not available	NULL	NULL	NULL	NULL
P48506	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16706	Enzyme	Not available	NULL	NULL	NULL	NULL
O00754	Enzyme	Not available	NULL	NULL	NULL	NULL
P09623	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9GJT2	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9P2W7	Enzyme	Not available	NULL	NULL	NULL	NULL
A3KMY8	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A6L2	Enzyme	Not available	NULL	NULL	NULL	NULL
P0C1U9	Enzyme	Not available	NULL	NULL	NULL	NULL
P61431	Enzyme	Not available	NULL	NULL	NULL	NULL
P45568	Enzyme	Not available	NULL	NULL	NULL	NULL
Q55663	Enzyme	Not available	NULL	NULL	NULL	NULL
D3ZJF9	Enzyme	Not available	NULL	NULL	NULL	NULL
O75106	Enzyme	Not available	NULL	NULL	NULL	NULL
P11766	Enzyme	Not available	NULL	NULL	NULL	NULL
P41921	Enzyme	Not available	NULL	NULL	NULL	NULL
P22007	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8HZR1	Enzyme	Not available	NULL	NULL	NULL	NULL
P53609	Enzyme	Not available	NULL	NULL	NULL	NULL
P0C869	Enzyme	Not available	NULL	NULL	NULL	NULL
Q01558	Enzyme	Not available	NULL	NULL	NULL	NULL
Q99487	Enzyme	Not available	NULL	NULL	NULL	NULL
Q965D5	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8ST54	Enzyme	Not available	NULL	NULL	NULL	NULL
Q5NBJ1	Enzyme	Not available	NULL	NULL	NULL	NULL
Q2TXB7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q27744	Enzyme	Not available	NULL	NULL	NULL	NULL
P0CP75	Enzyme	Not available	NULL	NULL	NULL	NULL
Q99714	Enzyme	Not available	NULL	NULL	NULL	NULL
P07374	Enzyme	Not available	NULL	NULL	NULL	NULL
P97584	Enzyme	Not available	NULL	NULL	NULL	NULL
P97391	Enzyme	Not available	NULL	NULL	NULL	NULL
P06835	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Z1N1	Enzyme	Not available	NULL	NULL	NULL	NULL
P07864	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8WWR8	Enzyme	Not available	NULL	NULL	NULL	NULL
P04066	Enzyme	Not available	NULL	NULL	NULL	NULL
P17707	Enzyme	Not available	NULL	NULL	NULL	NULL
P38571	Enzyme	Not available	NULL	NULL	NULL	NULL
P48321	Enzyme	Not available	NULL	NULL	NULL	NULL
Q99685	Enzyme	Not available	NULL	NULL	NULL	NULL
Q43014	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9SEH8	Enzyme	Not available	NULL	NULL	NULL	NULL
Q7T3S7	Enzyme	Not available	NULL	NULL	NULL	NULL
O08557	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9QXX3	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9QUL3	Enzyme	Not available	NULL	NULL	NULL	NULL
O08889	Enzyme	Not available	NULL	NULL	NULL	NULL
Q86831	Enzyme	Not available	NULL	NULL	NULL	NULL
P00634	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8II92	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9UJM8	Enzyme	Not available	NULL	NULL	NULL	NULL
O88533	Enzyme	Not available	NULL	NULL	NULL	NULL
P19623	Enzyme	Not available	NULL	NULL	NULL	NULL
P43353	Enzyme	Not available	NULL	NULL	NULL	NULL
P37058	Enzyme	Not available	NULL	NULL	NULL	NULL
P28845	Enzyme	Not available	NULL	NULL	NULL	NULL
P39656	Enzyme	Not available	NULL	NULL	NULL	NULL
P22061	Enzyme	Not available	NULL	NULL	NULL	NULL
P52020	Enzyme	Not available	NULL	NULL	NULL	NULL
Q14642	Enzyme	Not available	NULL	NULL	NULL	NULL
P79074	Enzyme	Not available	NULL	NULL	NULL	NULL
P13956	Enzyme	Not available	NULL	NULL	NULL	NULL
Q44238	Enzyme	Not available	NULL	NULL	NULL	NULL
P10584	Enzyme	Not available	NULL	NULL	NULL	NULL
O93875	Enzyme	Not available	NULL	NULL	NULL	NULL
P17597	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9LM02	Enzyme	Not available	NULL	NULL	NULL	NULL
O70311	Enzyme	Not available	NULL	NULL	NULL	NULL
P17256	Enzyme	Not available	NULL	NULL	NULL	NULL
P13721	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9BZM2	Enzyme	Not available	NULL	NULL	NULL	NULL
O02776	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9UNK4	Enzyme	Not available	NULL	NULL	NULL	NULL
P21673	Enzyme	Not available	NULL	NULL	NULL	NULL
P04806	Enzyme	Not available	NULL	NULL	NULL	NULL
P04807	Enzyme	Not available	NULL	NULL	NULL	NULL
P00582	Enzyme	Not available	NULL	NULL	NULL	NULL
Q70E71	Enzyme	Not available	NULL	NULL	NULL	NULL
P52663	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8DNV6	Enzyme	Not available	NULL	NULL	NULL	NULL
P96583	Enzyme	Not available	NULL	NULL	NULL	NULL
P39877	Enzyme	Not available	NULL	NULL	NULL	NULL
Q93088	Enzyme	Not available	NULL	NULL	NULL	NULL
P47199	Enzyme	Not available	NULL	NULL	NULL	NULL
P00491	Enzyme	Not available	NULL	NULL	NULL	NULL
P53602	Enzyme	Not available	NULL	NULL	NULL	NULL
O15496	Enzyme	Not available	NULL	NULL	NULL	NULL
P06766	Enzyme	Not available	NULL	NULL	NULL	NULL
Q5EAD5	Enzyme	Not available	NULL	NULL	NULL	NULL
O04931	Enzyme	Not available	NULL	NULL	NULL	NULL
Q02083	Enzyme	Not available	NULL	NULL	NULL	NULL
P24226	Enzyme	Not available	NULL	NULL	NULL	NULL
P07265	Enzyme	Not available	NULL	NULL	NULL	NULL
P12530	Enzyme	Not available	NULL	NULL	NULL	NULL
Q97RU8	Enzyme	Not available	NULL	NULL	NULL	NULL
P20311	Enzyme	Not available	NULL	NULL	NULL	NULL
P18417	Enzyme	Not available	NULL	NULL	NULL	NULL
P16662	Enzyme	Not available	NULL	NULL	NULL	NULL
P16098	Enzyme	Not available	NULL	NULL	NULL	NULL
P15840	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Z0Y2	Enzyme	Not available	NULL	NULL	NULL	NULL
P15291	Enzyme	Not available	NULL	NULL	NULL	NULL
P32584	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8MTZ4	Enzyme	Not available	NULL	NULL	NULL	NULL
P19112	Enzyme	Not available	NULL	NULL	NULL	NULL
P26450	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9NYA1	Enzyme	Not available	NULL	NULL	NULL	NULL
Q4QR99	Enzyme	Not available	NULL	NULL	NULL	NULL
P50431	Enzyme	Not available	NULL	NULL	NULL	NULL
P15038	Enzyme	Not available	NULL	NULL	NULL	NULL
Q17058	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9H7Z7	Enzyme	Not available	NULL	NULL	NULL	NULL
P0AD70	Enzyme	Not available	NULL	NULL	NULL	NULL
P49366	Enzyme	Not available	NULL	NULL	NULL	NULL
P64147	Enzyme	Not available	NULL	NULL	NULL	NULL
O15826	Enzyme	Not available	NULL	NULL	NULL	NULL
P04054	Enzyme	Not available	NULL	NULL	NULL	NULL
Q04631	Enzyme	Not available	NULL	NULL	NULL	NULL
P10746	Enzyme	Not available	NULL	NULL	NULL	NULL
P14901	Enzyme	Not available	NULL	NULL	NULL	NULL
P04904	Enzyme	Not available	NULL	NULL	NULL	NULL
O00459	Enzyme	Not available	NULL	NULL	NULL	NULL
P51993	Enzyme	Not available	NULL	NULL	NULL	NULL
P07683	Enzyme	Not available	NULL	NULL	NULL	NULL
P9WIQ1	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9GZT4	Enzyme	Not available	NULL	NULL	NULL	NULL
P68402	Enzyme	Not available	NULL	NULL	NULL	NULL
Q61263	Enzyme	Not available	NULL	NULL	NULL	NULL
O75908	Enzyme	Not available	NULL	NULL	NULL	NULL
O75414	Enzyme	Not available	NULL	NULL	NULL	NULL
P35228	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9EST2	Enzyme	Not available	NULL	NULL	NULL	NULL
O77448	Enzyme	Not available	NULL	NULL	NULL	NULL
O00746	Enzyme	Not available	NULL	NULL	NULL	NULL
P27364	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Y2Q3	Enzyme	Not available	NULL	NULL	NULL	NULL
P28651	Enzyme	Not available	NULL	NULL	NULL	NULL
O15228	Enzyme	Not available	NULL	NULL	NULL	NULL
P29803	Enzyme	Not available	NULL	NULL	NULL	NULL
P32320	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16769	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9U5N6	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9HUN3	Enzyme	Not available	NULL	NULL	NULL	NULL
Q965D7	Enzyme	Not available	NULL	NULL	NULL	NULL
Q965D6	Enzyme	Not available	NULL	NULL	NULL	NULL
Q07973	Enzyme	Not available	NULL	NULL	NULL	NULL
Q12794	Enzyme	Not available	NULL	NULL	NULL	NULL
O82865	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9RK76	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9FH76	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9CQR7	Enzyme	Not available	NULL	NULL	NULL	NULL
P84058	Enzyme	Not available	NULL	NULL	NULL	NULL
P9WQD7	Enzyme	Not available	NULL	NULL	NULL	NULL
P9WQD9	Enzyme	Not available	NULL	NULL	NULL	NULL
P61076	Enzyme	Not available	NULL	NULL	NULL	NULL
P80276	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8K409	Enzyme	Not available	NULL	NULL	NULL	NULL
O00142	Enzyme	Not available	NULL	NULL	NULL	NULL
P08170	Enzyme	Not available	NULL	NULL	NULL	NULL
P28161	Enzyme	Not available	NULL	NULL	NULL	NULL
P0DB42	Enzyme	Not available	NULL	NULL	NULL	NULL
O08590	Enzyme	Not available	NULL	NULL	NULL	NULL
P08164	Enzyme	Not available	NULL	NULL	NULL	NULL
P11086	Enzyme	Not available	NULL	NULL	NULL	NULL
P10443	Enzyme	Not available	NULL	NULL	NULL	NULL
P10482	Enzyme	Not available	NULL	NULL	NULL	NULL
O31211	Enzyme	Not available	NULL	NULL	NULL	NULL
P00366	Enzyme	Not available	NULL	NULL	NULL	NULL
P07872	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9QZA0	Enzyme	Not available	NULL	NULL	NULL	NULL
P78600	Enzyme	Not available	NULL	NULL	NULL	NULL
Q873X9	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9NS85	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9HBH1	Enzyme	Not available	NULL	NULL	NULL	NULL
P36633	Enzyme	Not available	NULL	NULL	NULL	NULL
P36906	Enzyme	Not available	NULL	NULL	NULL	NULL
P28907	Enzyme	Not available	NULL	NULL	NULL	NULL
P27034	Enzyme	Not available	NULL	NULL	NULL	NULL
P27008	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9NZ20	Enzyme	Not available	NULL	NULL	NULL	NULL
Q2HXR2	Enzyme	Not available	NULL	NULL	NULL	NULL
Q03330	Enzyme	Not available	NULL	NULL	NULL	NULL
P49355	Enzyme	Not available	NULL	NULL	NULL	NULL
Q63177	Enzyme	Not available	NULL	NULL	NULL	NULL
P54690	Enzyme	Not available	NULL	NULL	NULL	NULL
P54687	Enzyme	Not available	NULL	NULL	NULL	NULL
Q48255	Enzyme	Not available	NULL	NULL	NULL	NULL
P42330	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Z5X1	Enzyme	Not available	NULL	NULL	NULL	NULL
Q13724	Enzyme	Not available	NULL	NULL	NULL	NULL
P14902	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6GI89	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8P1K1	Enzyme	Not available	NULL	NULL	NULL	NULL
P00888	Enzyme	Not available	NULL	NULL	NULL	NULL
P00883	Enzyme	Not available	NULL	NULL	NULL	NULL
P00489	Enzyme	Not available	NULL	NULL	NULL	NULL
O95822	Enzyme	Not available	NULL	NULL	NULL	NULL
O60725	Enzyme	Not available	NULL	NULL	NULL	NULL
P15101	Enzyme	Not available	NULL	NULL	NULL	NULL
P05194	Enzyme	Not available	NULL	NULL	NULL	NULL
O60906	Enzyme	Not available	NULL	NULL	NULL	NULL
P00592	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9Z0J4	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9C1S6	Enzyme	Not available	NULL	NULL	NULL	NULL
O07911	Enzyme	Not available	NULL	NULL	NULL	NULL
O70423	Enzyme	Not available	NULL	NULL	NULL	NULL
O00089	Enzyme	Not available	NULL	NULL	NULL	NULL
P14900	Enzyme	Not available	NULL	NULL	NULL	NULL
P96618	Enzyme	Not available	NULL	NULL	NULL	NULL
Q5EI73	Enzyme	Not available	NULL	NULL	NULL	NULL
Q6MG60	Enzyme	Not available	NULL	NULL	NULL	NULL
P11444	Enzyme	Not available	NULL	NULL	NULL	NULL
Q00688	Enzyme	Not available	NULL	NULL	NULL	NULL
Q8WS26	Enzyme	Not available	NULL	NULL	NULL	NULL
P68890	Enzyme	Not available	NULL	NULL	NULL	NULL
P02879	Enzyme	Not available	NULL	NULL	NULL	NULL
P06633	Enzyme	Not available	NULL	NULL	NULL	NULL
P43428	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9XZT6	Enzyme	Not available	NULL	NULL	NULL	NULL
P28332	Enzyme	Not available	NULL	NULL	NULL	NULL
O95749	Enzyme	Not available	NULL	NULL	NULL	NULL
O15120	Enzyme	Not available	NULL	NULL	NULL	NULL
P48026	Enzyme	Not available	NULL	NULL	NULL	NULL
P53798	Enzyme	Not available	NULL	NULL	NULL	NULL
P05708	Enzyme	Not available	NULL	NULL	NULL	NULL
Q08291	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A2Y6	Enzyme	Not available	NULL	NULL	NULL	NULL
P31408	Enzyme	Not available	NULL	NULL	NULL	NULL
P29411	Enzyme	Not available	NULL	NULL	NULL	NULL
P29473	Enzyme	Not available	NULL	NULL	NULL	NULL
P29474	Enzyme	Not available	NULL	NULL	NULL	NULL
Q14761	Enzyme	Not available	NULL	NULL	NULL	NULL
P00630	Enzyme	Not available	NULL	NULL	NULL	NULL
P09810	Enzyme	Not available	NULL	NULL	NULL	NULL
P04053	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16831	Enzyme	Not available	NULL	NULL	NULL	NULL
P06760	Enzyme	Not available	NULL	NULL	NULL	NULL
P22072	Enzyme	Not available	NULL	NULL	NULL	NULL
P49889	Enzyme	Not available	NULL	NULL	NULL	NULL
Q9UP65	Enzyme	Not available	NULL	NULL	NULL	NULL
P00338	Enzyme	Not available	NULL	NULL	NULL	NULL
Q931S2	Enzyme	Not available	NULL	NULL	NULL	NULL
P25910	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A091	Enzyme	Not available	NULL	NULL	NULL	NULL
P07659	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A9J4	Enzyme	Not available	NULL	NULL	NULL	NULL
P10378	Enzyme	Not available	NULL	NULL	NULL	NULL
P03962	Enzyme	Not available	NULL	NULL	NULL	NULL
P06757	Enzyme	Not available	NULL	NULL	NULL	NULL
P21932	Enzyme	Not available	NULL	NULL	NULL	NULL
Q16772	Enzyme	Not available	NULL	NULL	NULL	NULL
Q13232	Enzyme	Not available	NULL	NULL	NULL	NULL
P40935	Enzyme	Not available	NULL	NULL	NULL	NULL
P30520	Enzyme	Not available	NULL	NULL	NULL	NULL
P60174	Enzyme	Not available	NULL	NULL	NULL	NULL
P30837	Enzyme	Not available	NULL	NULL	NULL	NULL
P11177	Enzyme	Not available	NULL	NULL	NULL	NULL
P17988	Enzyme	Not available	NULL	NULL	NULL	NULL
P63641	Enzyme	Not available	NULL	NULL	NULL	NULL
Q02293	Enzyme	Not available	NULL	NULL	NULL	NULL
P18915	Enzyme	Not available	NULL	NULL	NULL	NULL
Q98254	Enzyme	Not available	NULL	NULL	NULL	NULL
P0C1P9	Enzyme	Not available	NULL	NULL	NULL	NULL
P0AB91	Enzyme	Not available	NULL	NULL	NULL	NULL
P0AB71	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A953	Enzyme	Not available	NULL	NULL	NULL	NULL
P0A6R0	Enzyme	Not available	NULL	NULL	NULL	NULL
